Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),HCHO (ppb),TVOC (ppb)
Asia/Jakarta UTC+07:00,1/1/2020 10:06,78,36,25,30,413,27.3,81.1,86,,
Asia/Jakarta UTC+07:00,1/1/2020 10:01,80,37,26,31,414,27.4,81.4,85,,
Asia/Jakarta UTC+07:00,1/1/2020 9:56,82,39,27,39,420,27.6,81.7,85,,
Asia/Jakarta UTC+07:00,1/1/2020 9:51,86,41,29,54,415,27.7,81.9,82,,
Asia/Jakarta UTC+07:00,1/1/2020 9:46,78,36,25,40,415,27.8,82,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:41,84,40,28,37,415,27.8,82.1,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:36,82,39,27,52,417,27.9,82.2,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:31,78,36,25,43,413,27.8,82,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:26,72,31,22,40,415,27.8,82,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:21,82,39,27,29,415,27.8,82,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:16,82,39,27,39,414,27.8,82.1,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:11,88,43,30,45,418,27.9,82.1,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:06,88,43,30,49,414,27.8,82,81,,
Asia/Jakarta UTC+07:00,1/1/2020 9:01,86,41,29,51,419,27.9,82.2,81,,
Asia/Jakarta UTC+07:00,1/1/2020 8:56,82,39,27,58,417,27.9,82.3,83,,
Asia/Jakarta UTC+07:00,1/1/2020 8:51,91,44,31,53,421,27.8,82.1,83,,
Asia/Jakarta UTC+07:00,1/1/2020 8:46,84,40,28,53,417,27.8,82.1,83,,
Asia/Jakarta UTC+07:00,1/1/2020 8:41,93,46,32,54,417,27.8,82,82,,
Asia/Jakarta UTC+07:00,1/1/2020 8:36,80,37,26,47,418,27.7,81.9,84,,
Asia/Jakarta UTC+07:00,1/1/2020 8:31,84,40,28,39,413,27.6,81.7,84,,
Asia/Jakarta UTC+07:00,1/1/2020 8:26,93,46,32,66,418,27.6,81.7,84,,
Asia/Jakarta UTC+07:00,1/1/2020 8:21,86,41,29,63,419,27.5,81.5,85,,
Asia/Jakarta UTC+07:00,1/1/2020 8:16,84,40,28,46,416,27.4,81.3,85,,
Asia/Jakarta UTC+07:00,1/1/2020 8:11,91,44,31,46,416,27.3,81.1,84,,
Asia/Jakarta UTC+07:00,1/1/2020 8:06,97,49,34,52,415,27.2,81,84,,
Asia/Jakarta UTC+07:00,1/1/2020 8:01,86,41,29,53,414,27.2,81,86,,
Asia/Jakarta UTC+07:00,1/1/2020 7:56,82,39,27,51,413,27.1,80.8,86,,
Asia/Jakarta UTC+07:00,1/1/2020 7:51,86,41,29,43,416,27,80.5,87,,
Asia/Jakarta UTC+07:00,1/1/2020 7:46,82,39,27,44,412,26.7,80.1,86,,
Asia/Jakarta UTC+07:00,1/1/2020 7:41,95,47,33,60,413,26.5,79.6,87,,
Asia/Jakarta UTC+07:00,1/1/2020 7:36,102,51,36,47,415,26.4,79.5,87,,
Asia/Jakarta UTC+07:00,1/1/2020 7:31,102,51,36,60,416,26.1,79,88,,
Asia/Jakarta UTC+07:00,1/1/2020 7:26,105,53,37,45,414,26,78.8,88,,
Asia/Jakarta UTC+07:00,1/1/2020 7:21,95,47,33,47,415,25.9,78.6,88,,
Asia/Jakarta UTC+07:00,1/1/2020 7:16,117,59,42,72,424,25.8,78.5,89,,
Asia/Jakarta UTC+07:00,1/1/2020 7:11,107,54,38,55,424,25.8,78.4,89,,
Asia/Jakarta UTC+07:00,1/1/2020 7:06,112,56,40,48,421,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,1/1/2020 7:01,122,61,44,71,423,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,1/1/2020 6:56,114,58,41,62,423,25.6,78.2,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:51,114,58,41,68,422,25.6,78.1,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:46,107,54,38,65,424,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:41,93,46,32,43,424,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:36,97,49,34,57,424,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:31,97,49,34,60,421,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:26,95,47,33,50,421,25.4,77.7,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:21,97,49,34,48,423,25.4,77.7,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:16,93,46,32,42,421,25.3,77.6,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:11,93,46,32,39,417,25.3,77.5,90,,
Asia/Jakarta UTC+07:00,1/1/2020 6:06,102,51,36,53,416,25.3,77.5,91,,
Asia/Jakarta UTC+07:00,1/1/2020 6:01,97,49,34,44,419,25.3,77.5,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:56,93,46,32,55,422,25.3,77.5,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:51,91,44,31,38,423,25.3,77.5,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:46,99,50,35,52,423,25.2,77.4,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:41,105,53,37,57,422,25.2,77.4,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:36,112,56,40,63,417,25.1,77.3,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:31,107,54,38,61,419,25.1,77.2,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:26,95,47,33,46,420,25.1,77.2,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:21,95,47,33,34,414,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:16,91,44,31,44,416,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:11,99,50,35,42,413,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:06,86,41,29,39,413,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 5:01,91,44,31,38,415,25,76.9,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:56,93,46,32,45,411,25,76.9,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:51,88,43,30,43,414,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:46,91,44,31,47,410,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:41,84,40,28,44,412,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:36,84,40,28,35,411,25,77,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:31,82,39,27,34,411,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:26,84,40,28,44,414,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:21,84,40,28,38,417,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:16,88,43,30,37,417,25,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:11,86,41,29,39,416,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:06,107,54,38,52,417,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 4:01,110,55,39,43,418,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 3:56,119,60,43,60,414,25.1,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 3:51,110,55,39,59,414,25,77.1,91,,
Asia/Jakarta UTC+07:00,1/1/2020 3:46,112,56,40,47,416,25.1,77.2,91,,
Asia/Jakarta UTC+07:00,1/1/2020 3:41,97,49,34,41,415,25.1,77.2,91,,
Asia/Jakarta UTC+07:00,1/1/2020 3:36,95,47,33,43,415,25.2,77.3,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:31,105,53,37,63,414,25.2,77.4,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:26,97,49,34,51,420,25.2,77.4,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:21,95,47,33,62,419,25.2,77.4,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:16,84,40,28,41,416,25.2,77.4,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:11,93,46,32,55,418,25.3,77.5,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:06,93,46,32,55,418,25.3,77.5,90,,
Asia/Jakarta UTC+07:00,1/1/2020 3:01,107,54,38,49,422,25.3,77.6,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:56,119,60,43,86,423,25.4,77.7,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:51,107,54,38,58,420,25.3,77.6,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:46,119,60,43,57,418,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:41,114,58,41,61,421,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:36,114,58,41,58,427,25.5,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:31,105,53,37,70,421,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:26,107,54,38,71,424,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:21,119,60,43,73,423,25.6,78,89,,
Asia/Jakarta UTC+07:00,1/1/2020 2:16,112,56,40,64,424,25.6,78,89,,
Asia/Jakarta UTC+07:00,1/1/2020 2:11,112,56,40,67,425,25.6,78,89,,
Asia/Jakarta UTC+07:00,1/1/2020 2:10,152,77,56.8,90,473,27,80.6,92,,
Asia/Jakarta UTC+07:00,1/1/2020 2:06,122,61,44,77,432,25.5,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 2:01,139,70,51,75,426,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:56,119,60,43,57,425,25.5,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:51,129,65,47,83,426,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:46,122,61,44,58,422,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:41,127,64,46,76,426,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:36,154,82,60.4,108,423,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:31,154,83,61.3,102,423,25.4,77.7,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:26,155,85,63.1,101,426,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,1/1/2020 1:21,161,100,74.7,118,432,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,1/1/2020 1:16,181,148,113.3,179,433,25.4,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 1:11,159,94,70.2,113,432,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,1/1/2020 1:06,159,95,71.1,133,430,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,1/1/2020 1:01,169,119,90,165,431,25.5,77.9,90,,
Asia/Jakarta UTC+07:00,1/1/2020 0:56,163,105,79.2,133,430,25.5,77.8,90,,
Asia/Jakarta UTC+07:00,1/1/2020 0:51,160,99,73.8,108,425,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:46,165,110,82.8,131,422,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:41,172,127,96.2,156,423,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:36,169,120,90.9,150,432,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:31,158,92,68.4,98,434,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:26,165,110,82.8,143,431,25.6,78,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:21,185,160,122.2,209,428,25.6,78.1,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:16,161,101,75.6,132,427,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:11,158,93,69.3,131,425,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:06,166,113,85.5,141,425,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,1/1/2020 0:01,141,71,52,86,425,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:56,137,69,50,74,419,25.5,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:51,132,66,48,84,427,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:46,155,85,63.1,111,433,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:41,151,76,55.9,74,434,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:36,139,70,51,75,437,25.5,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:31,132,66,48,78,439,25.4,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:26,127,64,46,64,429,25.4,77.7,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:21,119,60,43,54,428,25.4,77.6,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:16,112,56,40,54,425,25.4,77.7,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:11,99,50,35,43,427,25.3,77.6,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:06,102,51,36,44,423,25.3,77.6,89,,
Asia/Jakarta UTC+07:00,12/31/2019 23:01,102,51,36,56,419,25.3,77.6,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:56,105,53,37,45,426,25.4,77.7,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:51,112,56,40,61,429,25.4,77.7,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:46,119,60,43,54,428,25.5,77.8,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:41,117,59,42,63,431,25.5,77.9,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:36,129,65,47,65,440,25.6,78.1,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:31,132,66,48,66,438,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:26,137,69,50,65,433,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:21,157,90,66.7,94,438,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:16,167,114,86.4,123,437,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:11,153,81,59.5,79,441,25.8,78.4,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:06,146,74,54,75,441,25.8,78.4,89,,
Asia/Jakarta UTC+07:00,12/31/2019 22:01,137,69,50,81,433,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:56,139,70,51,69,431,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:51,144,73,53,81,433,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:46,146,74,54,88,429,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:41,152,78,57.7,83,439,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:36,137,69,50,78,430,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:31,132,66,48,60,426,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:26,137,69,50,71,443,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:21,124,63,45,66,436,25.7,78.3,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:16,124,63,45,60,433,25.7,78.2,89,,
Asia/Jakarta UTC+07:00,12/31/2019 21:11,124,63,45,66,436,25.7,78.2,88,,
Asia/Jakarta UTC+07:00,12/31/2019 21:06,141,71,52,73,432,25.7,78.2,88,,
Asia/Jakarta UTC+07:00,12/31/2019 21:01,160,99,73.8,115,436,25.8,78.4,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:56,163,104,78.3,111,436,25.9,78.5,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:51,161,100,74.7,116,448,25.9,78.7,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:46,152,77,56.8,86,450,26,78.7,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:41,144,73,53,81,453,26,78.8,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:36,132,66,48,82,457,26,78.9,88,,
Asia/Jakarta UTC+07:00,12/31/2019 20:31,141,71,52,99,453,26.1,79,87,,
Asia/Jakarta UTC+07:00,12/31/2019 20:26,105,53,37,58,445,26.1,79,87,,
Asia/Jakarta UTC+07:00,12/31/2019 20:21,117,59,42,83,449,26.1,79,87,,
Asia/Jakarta UTC+07:00,12/31/2019 20:17,112,56,40,81,448,26.2,79.2,87,,
Asia/Jakarta UTC+07:00,12/31/2019 20:11,151,76,55.9,107,443,26.2,79.2,86,,
Asia/Jakarta UTC+07:00,12/31/2019 20:06,119,60,43,97,444,26.2,79.2,86,,
Asia/Jakarta UTC+07:00,12/31/2019 20:01,105,53,37,87,433,26.2,79.2,85,,
Asia/Jakarta UTC+07:00,12/31/2019 19:51,95,47,33,80,435,26.3,79.4,84,,
Asia/Jakarta UTC+07:00,12/31/2019 19:56,97,49,34,61,439,26.3,79.3,85,,
Asia/Jakarta UTC+07:00,12/31/2019 19:46,91,44,31,68,437,26.5,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:41,99,50,35,79,441,26.5,79.8,82,,
Asia/Jakarta UTC+07:00,12/31/2019 19:36,91,44,31,49,456,26.5,79.8,82,,
Asia/Jakarta UTC+07:00,12/31/2019 19:31,93,46,32,85,444,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:26,97,49,34,74,446,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:21,129,65,47,88,457,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:18,107,54,38,75,447,26.5,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:16,107,54,38,75,447,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:11,114,58,41,126,446,26.4,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:06,122,61,44,113,440,26.4,79.5,83,,
Asia/Jakarta UTC+07:00,12/31/2019 19:01,95,47,33,70,440,26.4,79.5,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:56,110,55,39,73,443,26.4,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:51,127,64,46,93,438,26.4,79.5,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:46,119,60,43,99,427,26.3,79.4,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:41,144,73,53,110,435,26.4,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:36,124,63,45,98,431,26.3,79.4,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:31,105,53,37,64,421,26.3,79.4,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:26,114,58,41,69,419,26.3,79.4,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:21,88,43,30,54,415,26.3,79.4,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:16,95,47,33,60,420,26.4,79.6,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:11,102,51,36,79,421,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:06,112,56,40,103,418,26.5,79.7,83,,
Asia/Jakarta UTC+07:00,12/31/2019 18:01,124,63,45,102,414,26.4,79.6,84,,
Asia/Jakarta UTC+07:00,12/31/2019 17:56,84,40,28,58,418,26.6,79.8,83,,
Asia/Jakarta UTC+07:00,12/31/2019 17:51,88,43,30,64,421,26.7,80.1,83,,
Asia/Jakarta UTC+07:00,12/31/2019 17:46,76,34,24,41,427,26.8,80.3,83,,
Asia/Jakarta UTC+07:00,12/31/2019 17:41,76,34,24,35,424,26.8,80.2,82,,
Asia/Jakarta UTC+07:00,12/31/2019 17:36,72,31,22,36,419,26.9,80.5,82,,
Asia/Jakarta UTC+07:00,12/31/2019 17:31,74,33,23,44,419,27,80.6,82,,
Asia/Jakarta UTC+07:00,12/31/2019 17:26,80,37,26,53,423,27.1,80.9,82,,
Asia/Jakarta UTC+07:00,12/31/2019 17:21,93,46,32,47,422,27.2,81,81,,
Asia/Jakarta UTC+07:00,12/31/2019 17:16,72,31,22,46,419,27.3,81.1,81,,
Asia/Jakarta UTC+07:00,12/31/2019 17:11,84,40,28,46,418,27.4,81.3,81,,
Asia/Jakarta UTC+07:00,12/31/2019 17:06,78,36,25,60,417,27.6,81.6,81,,
Asia/Jakarta UTC+07:00,12/31/2019 17:01,97,49,34,66,424,27.8,82.1,80,,
Asia/Jakarta UTC+07:00,12/31/2019 16:56,107,54,38,114,421,27.9,82.2,80,,
Asia/Jakarta UTC+07:00,12/31/2019 16:51,132,66,48,79,424,28.1,82.5,79,,
Asia/Jakarta UTC+07:00,12/31/2019 16:46,134,68,49,106,426,28.2,82.7,79,,
Asia/Jakarta UTC+07:00,12/31/2019 16:41,149,75,55,113,428,28.4,83.2,79,,
Asia/Jakarta UTC+07:00,12/31/2019 16:36,146,74,54,136,431,28.6,83.4,78,,
Asia/Jakarta UTC+07:00,12/31/2019 16:31,153,81,59.5,143,426,28.7,83.7,78,,
Asia/Jakarta UTC+07:00,12/31/2019 16:26,110,55,39,90,420,28.9,84,77,,
Asia/Jakarta UTC+07:00,12/31/2019 16:21,74,33,23,65,423,29,84.2,79,,
Asia/Jakarta UTC+07:00,12/31/2019 16:16,99,50,35,52,416,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 16:11,74,33,23,45,416,28.9,84.1,77,,
Asia/Jakarta UTC+07:00,12/31/2019 16:06,72,31,22,44,420,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 16:01,74,33,23,52,428,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 15:56,95,47,33,103,417,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 15:51,86,41,29,58,418,28.9,84.1,76,,
Asia/Jakarta UTC+07:00,12/31/2019 15:46,88,43,30,50,423,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 15:41,95,47,33,70,431,29.1,84.3,79,,
Asia/Jakarta UTC+07:00,12/31/2019 15:36,76,34,24,53,432,29,84.3,79,,
Asia/Jakarta UTC+07:00,12/31/2019 15:31,82,39,27,49,430,29,84.1,80,,
Asia/Jakarta UTC+07:00,12/31/2019 15:26,88,43,30,56,426,28.9,84,80,,
Asia/Jakarta UTC+07:00,12/31/2019 15:21,95,47,33,63,429,28.9,84,80,,
Asia/Jakarta UTC+07:00,12/31/2019 15:16,88,43,30,56,430,28.8,83.9,80,,
Asia/Jakarta UTC+07:00,12/31/2019 15:11,88,43,30,53,430,28.8,83.9,80,,
Asia/Jakarta UTC+07:00,12/31/2019 15:06,102,51,36,60,432,28.8,83.9,78,,
Asia/Jakarta UTC+07:00,12/31/2019 15:01,97,49,34,81,433,28.9,84,79,,
Asia/Jakarta UTC+07:00,12/31/2019 14:56,95,47,33,50,431,28.9,84,77,,
Asia/Jakarta UTC+07:00,12/31/2019 14:51,99,50,35,45,441,29,84.2,77,,
Asia/Jakarta UTC+07:00,12/31/2019 14:46,102,51,36,53,446,29.1,84.3,77,,
Asia/Jakarta UTC+07:00,12/31/2019 14:41,107,54,38,49,453,29.1,84.4,76,,
Asia/Jakarta UTC+07:00,12/31/2019 14:36,114,58,41,56,452,29.3,84.8,76,,
Asia/Jakarta UTC+07:00,12/31/2019 14:31,112,56,40,69,440,29.4,85,75,,
Asia/Jakarta UTC+07:00,12/31/2019 14:26,127,64,46,90,449,29.6,85.3,74,,
Asia/Jakarta UTC+07:00,12/31/2019 14:21,93,46,32,67,457,29.9,85.8,73,,
Asia/Jakarta UTC+07:00,12/31/2019 14:16,95,47,33,48,450,30.1,86.2,73,,
Asia/Jakarta UTC+07:00,12/31/2019 14:11,105,53,37,70,443,30.4,86.8,71,,
Asia/Jakarta UTC+07:00,12/31/2019 14:06,95,47,33,42,446,30.8,87.5,70,,
Asia/Jakarta UTC+07:00,12/31/2019 14:01,91,44,31,58,450,31.4,88.5,68,,
Asia/Jakarta UTC+07:00,12/31/2019 13:56,93,46,32,67,439,32.2,89.9,65,,
Asia/Jakarta UTC+07:00,12/31/2019 13:51,78,36,25,63,442,33.2,91.8,60,,
Asia/Jakarta UTC+07:00,12/31/2019 13:46,78,36,25,41,446,33.8,92.8,58,,
Asia/Jakarta UTC+07:00,12/31/2019 13:41,80,37,26,32,440,34.5,94.1,57,,
Asia/Jakarta UTC+07:00,12/31/2019 13:37,84,40,28,46,435,35.4,95.8,56,,
Asia/Jakarta UTC+07:00,12/31/2019 13:36,84,40,28,46,435,35.4,95.7,56,,
Asia/Jakarta UTC+07:00,12/31/2019 13:31,110,55,39,87,435,36.9,98.5,55,,
Asia/Jakarta UTC+07:00,12/31/2019 13:26,132,66,48,68,436,38,100.4,53,,
Asia/Jakarta UTC+07:00,12/31/2019 13:21,119,60,43,73,436,38.4,101.1,53,,
Asia/Jakarta UTC+07:00,12/31/2019 13:16,107,54,38,70,429,38.2,100.8,53,,
Asia/Jakarta UTC+07:00,12/31/2019 13:11,119,60,43,57,430,37.3,99.1,54,,
Asia/Jakarta UTC+07:00,12/31/2019 13:06,122,61,44,84,433,36.7,98,56,,
Asia/Jakarta UTC+07:00,12/31/2019 13:01,105,53,37,56,426,35.8,96.5,58,,
Asia/Jakarta UTC+07:00,12/31/2019 12:56,107,54,38,53,427,35.1,95.2,57,,
Asia/Jakarta UTC+07:00,12/31/2019 12:51,114,58,41,57,435,34.8,94.6,58,,
Asia/Jakarta UTC+07:00,12/31/2019 12:46,127,64,46,67,432,35,95,58,,
Asia/Jakarta UTC+07:00,12/31/2019 12:41,129,65,47,75,438,34.8,94.7,59,,
Asia/Jakarta UTC+07:00,12/31/2019 12:36,122,61,44,65,431,35,94.9,59,,
Asia/Jakarta UTC+07:00,12/31/2019 12:31,132,66,48,84,433,35,95,59,,
Asia/Jakarta UTC+07:00,12/31/2019 12:26,152,77,56.8,110,431,34.8,94.7,59,,
Asia/Jakarta UTC+07:00,12/31/2019 12:21,141,71,52,89,433,35,95,58,,
Asia/Jakarta UTC+07:00,12/31/2019 12:16,97,49,34,71,431,35,94.9,57,,
Asia/Jakarta UTC+07:00,12/31/2019 12:11,95,47,33,58,434,35,95,58,,
Asia/Jakarta UTC+07:00,12/31/2019 12:06,119,60,43,96,433,35,95,57,,
Asia/Jakarta UTC+07:00,12/31/2019 12:01,110,55,39,69,435,35.3,95.5,58,,
Asia/Jakarta UTC+07:00,12/31/2019 11:56,78,36,25,48,431,35.4,95.7,58,,
Asia/Jakarta UTC+07:00,12/31/2019 11:51,78,36,25,59,426,35.6,96,58,,
Asia/Jakarta UTC+07:00,12/31/2019 11:46,82,39,27,47,427,35.2,95.4,61,,
Asia/Jakarta UTC+07:00,12/31/2019 11:41,93,46,32,63,435,34.2,93.5,63,,
Asia/Jakarta UTC+07:00,12/31/2019 11:36,91,44,31,51,431,33.5,92.3,63,,
Asia/Jakarta UTC+07:00,12/31/2019 11:31,102,51,36,100,435,33.1,91.5,64,,
Asia/Jakarta UTC+07:00,12/31/2019 11:26,91,44,31,76,444,33,91.4,65,,
Asia/Jakarta UTC+07:00,12/31/2019 11:21,154,83,61.3,114,447,33.3,91.9,65,,
Asia/Jakarta UTC+07:00,12/31/2019 11:16,154,84,62.2,119,446,33.7,92.6,64,,
Asia/Jakarta UTC+07:00,12/31/2019 11:11,154,83,61.3,122,444,34,93.2,64,,
