Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),HCHO (ppb),TVOC (ppb)
Asia/Jakarta UTC+07:00,5/7/2020 13:13,70,30,21,35,430,39.8,103.7,47,,
Asia/Jakarta UTC+07:00,5/7/2020 13:08,61,24,17,37,430,39.9,103.8,46,,
Asia/Jakarta UTC+07:00,5/7/2020 13:03,65,27,19,32,428,39.9,103.8,46,,
Asia/Jakarta UTC+07:00,5/7/2020 12:58,63,26,18,31,428,39.6,103.3,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:53,65,27,19,40,427,39.7,103.5,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:48,74,33,23,45,433,39.4,102.8,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:43,74,33,23,49,442,39.2,102.5,48,,
Asia/Jakarta UTC+07:00,5/7/2020 12:38,63,26,18,46,429,39.2,102.6,48,,
Asia/Jakarta UTC+07:00,5/7/2020 12:33,68,29,20,33,428,39.1,102.4,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:28,65,27,19,36,427,38.7,101.7,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:23,63,26,18,30,425,38.7,101.6,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:18,55,20,14,48,430,38.9,102.1,47,,
Asia/Jakarta UTC+07:00,5/7/2020 12:13,57,21,15,27,426,38.9,102,45,,
Asia/Jakarta UTC+07:00,5/7/2020 12:08,57,21,15,46,427,38.9,102.1,45,,
Asia/Jakarta UTC+07:00,5/7/2020 12:03,63,26,18,34,427,38.9,102,47,,
Asia/Jakarta UTC+07:00,5/7/2020 11:58,61,24,17,33,425,38.7,101.6,48,,
Asia/Jakarta UTC+07:00,5/7/2020 11:53,65,27,19,32,426,38.5,101.4,49,,
Asia/Jakarta UTC+07:00,5/7/2020 11:48,63,26,18,42,425,38.6,101.5,48,,
Asia/Jakarta UTC+07:00,5/7/2020 11:43,63,26,18,30,428,38.9,102,48,,
Asia/Jakarta UTC+07:00,5/7/2020 11:38,59,23,16,28,430,38.6,101.5,47,,
Asia/Jakarta UTC+07:00,5/7/2020 11:33,55,20,14,17,427,38.6,101.5,47,,
Asia/Jakarta UTC+07:00,5/7/2020 11:28,57,21,15,26,422,38.5,101.2,47,,
Asia/Jakarta UTC+07:00,5/7/2020 11:23,53,19,13,28,422,38.4,101.1,47,,
Asia/Jakarta UTC+07:00,5/7/2020 11:18,50,17,12,26,426,38.3,100.9,48,,
Asia/Jakarta UTC+07:00,5/7/2020 11:13,61,24,17,36,427,37.8,100.1,48,,
Asia/Jakarta UTC+07:00,5/7/2020 11:08,59,23,16,35,427,37.6,99.6,49,,
Asia/Jakarta UTC+07:00,5/7/2020 11:03,50,17,12,30,426,37.6,99.6,48,,
Asia/Jakarta UTC+07:00,5/7/2020 10:58,59,23,16,35,422,37.5,99.4,50,,
Asia/Jakarta UTC+07:00,5/7/2020 10:53,50,17,12,18,421,37.3,99.1,49,,
Asia/Jakarta UTC+07:00,5/7/2020 10:48,45,16,11,13,424,37.1,98.8,50,,
Asia/Jakarta UTC+07:00,5/7/2020 10:43,61,24,17,28,427,36.8,98.3,52,,
Asia/Jakarta UTC+07:00,5/7/2020 10:38,119,60,43,83,424,36.7,98,54,,
Asia/Jakarta UTC+07:00,5/7/2020 10:33,72,31,22,34,426,36.3,97.3,56,,
Asia/Jakarta UTC+07:00,5/7/2020 10:28,74,33,23,42,424,36.1,97,56,,
Asia/Jakarta UTC+07:00,5/7/2020 10:23,74,33,23,50,422,35.8,96.4,57,,
Asia/Jakarta UTC+07:00,5/7/2020 10:18,82,39,27,40,426,35.4,95.7,59,,
Asia/Jakarta UTC+07:00,5/7/2020 10:13,84,40,28,59,423,34.8,94.6,60,,
Asia/Jakarta UTC+07:00,5/7/2020 10:08,84,40,28,55,426,34.6,94.3,63,,
Asia/Jakarta UTC+07:00,5/7/2020 10:03,78,36,25,58,425,34.2,93.6,63,,
Asia/Jakarta UTC+07:00,5/7/2020 9:58,82,39,27,46,426,33.8,92.8,64,,
Asia/Jakarta UTC+07:00,5/7/2020 9:53,95,47,33,56,426,33.4,92.2,65,,
Asia/Jakarta UTC+07:00,5/7/2020 9:48,91,44,31,60,426,33,91.3,67,,
Asia/Jakarta UTC+07:00,5/7/2020 9:43,93,46,32,72,426,32.6,90.6,68,,
Asia/Jakarta UTC+07:00,5/7/2020 9:38,102,51,36,76,427,32,89.6,70,,
Asia/Jakarta UTC+07:00,5/7/2020 9:33,93,46,32,64,429,31.4,88.5,71,,
Asia/Jakarta UTC+07:00,5/7/2020 9:28,105,53,37,73,425,30.9,87.7,72,,
Asia/Jakarta UTC+07:00,5/7/2020 9:23,105,53,37,76,427,30.4,86.8,73,,
Asia/Jakarta UTC+07:00,5/7/2020 9:18,110,55,39,81,425,30.1,86.1,74,,
Asia/Jakarta UTC+07:00,5/7/2020 9:13,102,51,36,60,431,29.8,85.6,75,,
Asia/Jakarta UTC+07:00,5/7/2020 9:08,107,54,38,69,425,29.5,85.2,76,,
Asia/Jakarta UTC+07:00,5/7/2020 9:03,114,58,41,72,425,29.3,84.8,76,,
Asia/Jakarta UTC+07:00,5/7/2020 8:58,132,66,48,110,425,29.2,84.6,78,,
Asia/Jakarta UTC+07:00,5/7/2020 8:53,129,65,47,92,431,29.1,84.3,79,,
Asia/Jakarta UTC+07:00,5/7/2020 8:48,122,61,44,82,427,28.9,84,80,,
Asia/Jakarta UTC+07:00,5/7/2020 8:43,127,64,46,87,427,28.8,83.8,80,,
Asia/Jakarta UTC+07:00,5/7/2020 8:38,122,61,44,75,424,28.7,83.6,80,,
Asia/Jakarta UTC+07:00,5/7/2020 8:33,110,55,39,59,425,28.6,83.4,81,,
Asia/Jakarta UTC+07:00,5/7/2020 8:28,117,59,42,72,424,28.5,83.3,81,,
Asia/Jakarta UTC+07:00,5/7/2020 8:23,149,75,55,90,424,28.4,83.1,82,,
Asia/Jakarta UTC+07:00,5/7/2020 8:18,127,64,46,80,440,28.3,82.9,82,,
Asia/Jakarta UTC+07:00,5/7/2020 8:13,152,77,56.8,101,443,28.1,82.6,83,,
Asia/Jakarta UTC+07:00,5/7/2020 8:08,153,80,58.6,123,457,27.9,82.3,84,,
Asia/Jakarta UTC+07:00,5/7/2020 8:03,155,85,63.1,135,458,27.8,82,84,,
Asia/Jakarta UTC+07:00,5/7/2020 7:58,153,81,59.5,94,443,27.6,81.7,85,,
Asia/Jakarta UTC+07:00,5/7/2020 7:53,154,84,62.2,120,449,27.5,81.6,85,,
Asia/Jakarta UTC+07:00,5/7/2020 7:48,144,73,53,80,448,27.4,81.4,86,,
Asia/Jakarta UTC+07:00,5/7/2020 7:43,139,70,51,107,452,27.3,81.2,86,,
Asia/Jakarta UTC+07:00,5/7/2020 7:38,132,66,48,80,451,27.2,80.9,87,,
Asia/Jakarta UTC+07:00,5/7/2020 7:33,141,71,52,101,448,27,80.7,87,,
Asia/Jakarta UTC+07:00,5/7/2020 7:28,149,75,55,84,456,27,80.5,87,,
Asia/Jakarta UTC+07:00,5/7/2020 7:23,153,81,59.5,106,450,26.9,80.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 7:18,156,87,64.9,96,449,26.8,80.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 7:13,151,76,55.9,108,451,26.7,80.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 7:08,141,71,52,113,454,26.7,80,88,,
Asia/Jakarta UTC+07:00,5/7/2020 7:03,144,73,53,92,457,26.6,79.9,87,,
Asia/Jakarta UTC+07:00,5/7/2020 6:58,137,69,50,98,459,26.6,79.9,87,,
Asia/Jakarta UTC+07:00,5/7/2020 6:53,127,64,46,91,453,26.5,79.7,87,,
Asia/Jakarta UTC+07:00,5/7/2020 6:48,129,65,47,85,450,26.4,79.6,87,,
Asia/Jakarta UTC+07:00,5/7/2020 6:43,129,65,47,92,457,26.4,79.6,87,,
Asia/Jakarta UTC+07:00,5/7/2020 6:38,117,59,42,80,451,26.4,79.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 6:33,127,64,46,97,456,26.3,79.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 6:28,119,60,43,78,456,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 6:22,127,64,46,89,461,26.2,79.2,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:21,124,63,45,88,460,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:20,124,63,45,74,458,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:19,127,64,46,136,461,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:18,122,61,44,101,467,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:16,117,59,42,82,465,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:11,119,60,43,99,457,26,78.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:06,124,63,45,114,458,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 6:01,129,65,47,87,459,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:56,129,65,47,75,458,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:51,132,66,48,114,456,26,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:46,139,70,51,85,460,25.9,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:41,146,74,54,117,459,25.9,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:36,154,84,62.2,139,458,25.9,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:31,144,73,53,119,463,25.9,78.6,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:26,154,84,62.2,114,464,26,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:21,154,83,61.3,160,461,26,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:16,152,77,56.8,127,459,25.9,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:11,154,82,60.4,115,460,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:06,157,91,67.6,127,462,26,78.7,89,,
Asia/Jakarta UTC+07:00,5/7/2020 5:01,158,93,69.3,157,460,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:56,161,101,75.6,178,457,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:51,160,96,72,161,458,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:46,160,99,73.8,163,457,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:41,159,95,71.1,160,453,26,78.8,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:36,158,92,68.4,153,452,26.1,78.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:31,156,89,65.8,137,454,26,78.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:26,157,90,66.7,145,454,26.1,78.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:21,156,89,65.8,147,457,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:16,156,89,65.8,154,457,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:11,156,87,64.9,130,454,26.1,79,89,,
Asia/Jakarta UTC+07:00,5/7/2020 4:06,156,87,64.9,130,456,26.1,79.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 4:01,159,94,70.2,143,452,26.1,79.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:56,156,87,64.9,153,452,26.2,79.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:51,154,84,62.2,124,445,26.2,79.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:46,157,91,67.6,124,446,26.2,79.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:41,157,90,66.7,145,446,26.2,79.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:36,155,86,64,129,442,26.2,79.2,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:31,155,85,63.1,138,444,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:26,155,86,64,113,444,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:23,154,83,61.3,104,446,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:21,154,83,61.3,104,446,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:16,156,87,64.9,121,450,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:11,155,86,64,107,450,26.3,79.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:06,154,83,61.3,133,442,26.3,79.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 3:01,158,92,68.4,148,448,26.3,79.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 2:56,158,93,69.3,152,444,26.4,79.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 2:51,156,89,65.8,122,443,26.4,79.5,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:46,155,86,64,126,444,26.4,79.6,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:41,157,90,66.7,139,447,26.4,79.6,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:36,154,83,61.3,130,444,26.5,79.6,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:31,155,85,63.1,110,448,26.5,79.7,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:26,154,84,62.2,125,442,26.5,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:21,155,85,63.1,132,444,26.6,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:16,154,84,62.2,131,443,26.6,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:11,156,87,64.9,141,442,26.6,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:06,154,83,61.3,127,444,26.6,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 2:01,156,89,65.8,122,441,26.5,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 1:56,156,89,65.8,116,440,26.5,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 1:51,158,93,69.3,153,441,26.6,79.8,87,,
Asia/Jakarta UTC+07:00,5/7/2020 1:46,156,87,64.9,131,439,26.6,80,87,,
Asia/Jakarta UTC+07:00,5/7/2020 1:41,158,93,69.3,166,442,26.7,80.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:36,158,93,69.3,134,441,26.7,80.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:31,160,99,73.8,155,444,26.8,80.3,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:26,163,104,78.3,158,447,26.9,80.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:21,165,109,81.9,185,451,26.9,80.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:16,167,114,86.4,221,452,26.9,80.5,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:11,174,131,99.8,187,457,27.1,80.7,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:06,175,133,101.6,206,458,27.2,81,88,,
Asia/Jakarta UTC+07:00,5/7/2020 1:01,174,131,99.8,225,455,27.3,81.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:56,175,134,102.5,195,456,27.3,81.1,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:53,171,123,93.6,194,451,27.4,81.3,87,,
Asia/Jakarta UTC+07:00,5/7/2020 0:51,171,123,93.6,194,451,27.4,81.3,87,,
Asia/Jakarta UTC+07:00,5/7/2020 0:46,172,127,96.2,197,451,27.5,81.4,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:41,169,120,90.9,181,444,27.5,81.5,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:36,160,99,73.8,154,438,27.5,81.5,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:31,159,94,70.2,120,437,27.6,81.7,88,,
Asia/Jakarta UTC+07:00,5/7/2020 0:26,156,87,64.9,111,432,27.7,81.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 0:23,152,77,56.8,101,426,27.7,81.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 0:21,152,77,56.8,101,426,27.7,81.9,89,,
Asia/Jakarta UTC+07:00,5/7/2020 0:16,134,68,49,96,423,27.8,82.1,90,,
Asia/Jakarta UTC+07:00,5/7/2020 0:11,114,58,41,74,421,27.8,82,90,,
Asia/Jakarta UTC+07:00,5/7/2020 0:08,112,56,40,53,423,27.8,82.1,90,,
Asia/Jakarta UTC+07:00,5/7/2020 0:06,112,56,40,53,423,27.8,82,90,,
Asia/Jakarta UTC+07:00,5/7/2020 0:01,114,58,41,74,419,27.9,82.2,90,,
Asia/Jakarta UTC+07:00,5/6/2020 23:56,97,49,34,50,417,27.9,82.3,90,,
Asia/Jakarta UTC+07:00,5/6/2020 23:51,95,47,33,59,419,28,82.4,90,,
Asia/Jakarta UTC+07:00,5/6/2020 23:46,97,49,34,47,416,28.1,82.5,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:41,91,44,31,60,419,28,82.4,90,,
Asia/Jakarta UTC+07:00,5/6/2020 23:37,93,46,32,81,418,28.1,82.6,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:36,93,46,32,81,418,28.1,82.6,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:31,127,64,46,133,420,28.1,82.6,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:26,93,46,32,45,416,28.1,82.6,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:21,91,44,31,77,413,28.1,82.6,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:16,88,43,30,59,414,28.2,82.7,89,,
Asia/Jakarta UTC+07:00,5/6/2020 23:11,86,41,29,55,411,28.2,82.7,87,,
Asia/Jakarta UTC+07:00,5/6/2020 23:06,88,43,30,46,416,28.3,82.9,87,,
Asia/Jakarta UTC+07:00,5/6/2020 23:01,86,41,29,41,410,28.2,82.8,87,,
Asia/Jakarta UTC+07:00,5/6/2020 22:56,84,40,28,37,412,28.2,82.8,87,,
Asia/Jakarta UTC+07:00,5/6/2020 22:51,139,70,51,89,416,28.3,82.9,87,,
Asia/Jakarta UTC+07:00,5/6/2020 22:46,88,43,30,59,419,28.4,83.1,88,,
Asia/Jakarta UTC+07:00,5/6/2020 22:41,93,46,32,58,418,28.4,83.2,88,,
Asia/Jakarta UTC+07:00,5/6/2020 22:36,80,37,26,35,418,28.6,83.4,86,,
Asia/Jakarta UTC+07:00,5/6/2020 22:31,82,39,27,56,413,28.6,83.5,85,,
Asia/Jakarta UTC+07:00,5/6/2020 22:26,93,46,32,59,410,28.8,83.8,84,,
Asia/Jakarta UTC+07:00,5/6/2020 22:21,97,49,34,58,407,28.9,84,83,,
Asia/Jakarta UTC+07:00,5/6/2020 22:16,134,68,49,115,414,29.3,84.7,81,,
Asia/Jakarta UTC+07:00,5/6/2020 22:11,105,53,37,82,420,29.4,84.9,79,,
Asia/Jakarta UTC+07:00,5/6/2020 22:06,117,59,42,70,427,29.4,84.9,79,,
Asia/Jakarta UTC+07:00,5/6/2020 22:01,127,64,46,71,420,29.4,85,79,,
Asia/Jakarta UTC+07:00,5/6/2020 21:56,127,64,46,78,422,29.4,84.9,79,,
Asia/Jakarta UTC+07:00,5/6/2020 21:51,112,56,40,78,427,29.4,84.9,79,,
Asia/Jakarta UTC+07:00,5/6/2020 21:46,139,70,51,80,435,29.4,84.8,79,,
Asia/Jakarta UTC+07:00,5/6/2020 21:41,122,61,44,93,426,29.3,84.8,79,,
Asia/Jakarta UTC+07:00,5/6/2020 21:36,132,66,48,91,423,29.4,84.9,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:31,129,65,47,86,424,29.4,85,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:26,141,71,52,95,429,29.5,85.1,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:21,122,61,44,80,425,29.5,85.2,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:16,124,63,45,60,434,29.5,85.1,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:11,137,69,50,83,434,29.6,85.2,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:06,156,89,65.8,126,437,29.6,85.3,78,,
Asia/Jakarta UTC+07:00,5/6/2020 21:01,137,69,50,124,431,29.6,85.2,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:56,158,93,69.3,117,435,29.5,85.2,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:51,119,60,43,89,434,29.6,85.2,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:46,119,60,43,85,432,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:41,114,58,41,69,432,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:36,132,66,48,101,428,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:31,122,61,44,80,427,29.6,85.3,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:26,122,61,44,93,436,29.6,85.3,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:21,117,59,42,91,439,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:16,132,66,48,71,439,29.6,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:11,114,58,41,86,435,29.6,85.3,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:06,122,61,44,103,440,29.6,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 20:01,119,60,43,85,432,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:56,107,54,38,59,427,29.6,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:51,110,55,39,74,430,29.6,85.3,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:46,102,51,36,64,430,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:41,105,53,37,58,432,29.7,85.4,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:36,102,51,36,54,438,29.8,85.6,78,,
Asia/Jakarta UTC+07:00,5/6/2020 19:31,105,53,37,68,449,29.8,85.7,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:26,107,54,38,70,432,29.8,85.6,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:21,110,55,39,74,429,29.8,85.6,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:16,127,64,46,72,427,29.9,85.8,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:11,114,58,41,73,425,29.9,85.8,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:06,102,51,36,68,427,30,85.9,77,,
Asia/Jakarta UTC+07:00,5/6/2020 19:01,99,50,35,73,425,29.9,85.9,76,,
Asia/Jakarta UTC+07:00,5/6/2020 18:56,107,54,38,73,428,29.9,85.9,76,,
Asia/Jakarta UTC+07:00,5/6/2020 18:51,91,44,31,59,429,30,85.9,76,,
Asia/Jakarta UTC+07:00,5/6/2020 18:46,86,41,29,46,428,30,86.1,76,,
Asia/Jakarta UTC+07:00,5/6/2020 18:41,84,40,28,59,428,30,86.1,76,,
Asia/Jakarta UTC+07:00,5/6/2020 18:36,86,41,29,46,431,30.1,86.2,74,,
Asia/Jakarta UTC+07:00,5/6/2020 18:31,80,37,26,53,426,30.1,86.2,74,,
Asia/Jakarta UTC+07:00,5/6/2020 18:26,88,43,30,68,425,30.2,86.4,74,,
Asia/Jakarta UTC+07:00,5/6/2020 18:21,65,27,19,31,425,30.2,86.4,74,,
Asia/Jakarta UTC+07:00,5/6/2020 18:16,63,26,18,47,425,30.2,86.4,73,,
Asia/Jakarta UTC+07:00,5/6/2020 18:11,57,21,15,37,426,30.3,86.5,73,,
Asia/Jakarta UTC+07:00,5/6/2020 18:06,61,24,17,43,421,30.3,86.5,73,,
Asia/Jakarta UTC+07:00,5/6/2020 18:01,55,20,14,36,423,30.3,86.6,73,,
Asia/Jakarta UTC+07:00,5/6/2020 17:56,61,24,17,40,421,30.4,86.7,72,,
Asia/Jakarta UTC+07:00,5/6/2020 17:51,61,24,17,26,422,30.5,86.8,72,,
Asia/Jakarta UTC+07:00,5/6/2020 17:46,61,24,17,40,419,30.6,87,71,,
Asia/Jakarta UTC+07:00,5/6/2020 17:41,55,20,14,54,424,30.7,87.2,71,,
Asia/Jakarta UTC+07:00,5/6/2020 17:36,61,24,17,23,423,30.7,87.3,70,,
Asia/Jakarta UTC+07:00,5/6/2020 17:31,59,23,16,35,425,30.8,87.5,70,,
Asia/Jakarta UTC+07:00,5/6/2020 17:26,70,30,21,48,430,31,87.7,69,,
Asia/Jakarta UTC+07:00,5/6/2020 17:21,65,27,19,46,426,31,87.9,69,,
Asia/Jakarta UTC+07:00,5/6/2020 17:16,68,29,20,72,432,31.2,88.2,68,,
Asia/Jakarta UTC+07:00,5/6/2020 17:11,63,26,18,27,431,31.3,88.4,68,,
Asia/Jakarta UTC+07:00,5/6/2020 17:06,53,19,13,22,431,31.5,88.7,67,,
Asia/Jakarta UTC+07:00,5/6/2020 17:01,63,26,18,42,432,31.7,89,66,,
Asia/Jakarta UTC+07:00,5/6/2020 16:56,63,26,18,38,437,31.9,89.5,66,,
Asia/Jakarta UTC+07:00,5/6/2020 16:51,74,33,23,65,436,32.1,89.8,65,,
Asia/Jakarta UTC+07:00,5/6/2020 16:46,55,20,14,44,432,32.3,90.2,65,,
Asia/Jakarta UTC+07:00,5/6/2020 16:41,57,21,15,35,437,32.5,90.6,63,,
Asia/Jakarta UTC+07:00,5/6/2020 16:36,53,19,13,18,429,32.8,91,62,,
Asia/Jakarta UTC+07:00,5/6/2020 16:31,57,21,15,32,435,33,91.4,61,,
Asia/Jakarta UTC+07:00,5/6/2020 16:26,72,31,22,33,433,33.2,91.7,61,,
Asia/Jakarta UTC+07:00,5/6/2020 16:21,55,20,14,34,428,33.3,92,60,,
Asia/Jakarta UTC+07:00,5/6/2020 16:16,45,16,11,23,426,33.5,92.3,59,,
Asia/Jakarta UTC+07:00,5/6/2020 16:11,45,16,11,27,429,33.7,92.7,59,,
Asia/Jakarta UTC+07:00,5/6/2020 16:06,50,17,12,28,429,33.8,92.8,59,,
Asia/Jakarta UTC+07:00,5/6/2020 16:01,53,19,13,33,423,33.7,92.7,59,,
Asia/Jakarta UTC+07:00,5/6/2020 15:56,45,16,11,38,428,33.7,92.7,58,,
Asia/Jakarta UTC+07:00,5/6/2020 15:51,41,14,10,22,427,33.7,92.6,58,,
Asia/Jakarta UTC+07:00,5/6/2020 15:46,50,17,12,39,433,33.7,92.7,58,,
Asia/Jakarta UTC+07:00,5/6/2020 15:41,50,17,12,43,422,33.6,92.5,58,,
Asia/Jakarta UTC+07:00,5/6/2020 15:36,45,16,11,27,424,33.7,92.7,57,,
Asia/Jakarta UTC+07:00,5/6/2020 15:31,55,20,14,24,424,33.8,92.9,55,,
Asia/Jakarta UTC+07:00,5/6/2020 15:26,41,14,10,34,426,34,93.1,55,,
Asia/Jakarta UTC+07:00,5/6/2020 15:21,50,17,12,47,422,34.2,93.6,54,,
Asia/Jakarta UTC+07:00,5/6/2020 15:16,37,13,9,11,420,34.4,94,54,,
Asia/Jakarta UTC+07:00,5/6/2020 15:11,41,14,10,12,431,34.8,94.6,53,,
Asia/Jakarta UTC+07:00,5/6/2020 15:06,45,16,11,36,434,35.2,95.4,53,,
Asia/Jakarta UTC+07:00,5/6/2020 15:01,41,14,10,23,429,35.6,96.1,52,,
Asia/Jakarta UTC+07:00,5/6/2020 14:56,29,10,7,8,426,36,96.8,51,,
